image_filename,label_id,x,y,w,h,confidence
itp_107.jpg,1,1372.0,334.0,547.0,271.0,0.9662108
itp_108.jpg,2,1433.0,302.0,44.0,71.0,0.31751233
itp_108.jpg,1,476.0,265.0,466.0,212.0,0.9672827
itp_11.jpg,1,824.0,187.0,181.0,217.0,0.94692343
itp_110.jpg,3,1358.0,617.0,72.0,135.0,0.6379129
itp_110.jpg,1,1265.0,623.0,107.0,92.0,0.89655924
itp_110.jpg,3,16.0,515.0,266.0,432.0,0.9093301
itp_110.jpg,1,1125.0,629.0,160.0,119.0,0.9417216
itp_110.jpg,1,754.0,574.0,411.0,331.0,0.9622541
itp_110.jpg,1,1475.0,612.0,361.0,252.0,0.9648043
itp_111.jpg,3,744.0,233.0,80.0,140.0,0.55736387
itp_111.jpg,1,993.0,286.0,153.0,104.0,0.91742253
itp_111.jpg,1,353.0,208.0,499.0,357.0,0.94651115
itp_112.jpg,1,1569.0,305.0,351.0,347.0,0.93191856
itp_113.jpg,1,577.0,547.0,590.0,466.0,0.9489513
itp_113.jpg,1,1232.0,587.0,480.0,323.0,0.9704297
itp_114.jpg,3,973.0,483.0,235.0,357.0,0.41399324
itp_114.jpg,3,819.0,443.0,222.0,400.0,0.747859
itp_115.jpg,1,980.0,209.0,177.0,218.0,0.9451221
itp_116.jpg,1,652.0,615.0,148.0,59.0,0.5814405
itp_116.jpg,1,1648.0,636.0,271.0,410.0,0.92468876
itp_116.jpg,1,1367.0,613.0,245.0,160.0,0.9473406
itp_116.jpg,1,1120.0,596.0,329.0,218.0,0.9562557
itp_116.jpg,1,738.0,563.0,492.0,400.0,0.97503036
itp_117.jpg,1,1059.0,628.0,111.0,101.0,0.7505391
itp_117.jpg,1,758.0,591.0,400.0,337.0,0.9631867
itp_118.jpg,1,646.0,620.0,136.0,56.0,0.75882185
itp_118.jpg,1,1145.0,624.0,173.0,122.0,0.9357721
itp_118.jpg,1,778.0,588.0,372.0,321.0,0.9688068
itp_118.jpg,1,1269.0,602.0,440.0,269.0,0.97137463
itp_119.jpg,1,887.0,285.0,36.0,31.0,0.50604355
itp_119.jpg,1,1880.0,345.0,40.0,81.0,0.70125854
itp_119.jpg,1,151.0,261.0,337.0,215.0,0.9596311
itp_12.jpg,1,756.0,541.0,55.0,33.0,0.52000636
itp_12.jpg,1,592.0,541.0,59.0,39.0,0.7672612
itp_120.jpg,1,212.0,350.0,315.0,231.0,0.51111823
itp_120.jpg,1,506.0,604.0,111.0,66.0,0.54158914
itp_120.jpg,1,932.0,523.0,227.0,198.0,0.88384634
itp_120.jpg,1,584.0,605.0,116.0,77.0,0.889686
itp_120.jpg,1,659.0,596.0,141.0,111.0,0.9293129
itp_120.jpg,1,1169.0,609.0,280.0,185.0,0.9553081
itp_120.jpg,1,751.0,585.0,312.0,266.0,0.971432
itp_120.jpg,1,1357.0,578.0,537.0,323.0,0.9745797
itp_121.jpg,1,1583.0,611.0,221.0,103.0,0.48257276
itp_121.jpg,1,811.0,283.0,365.0,501.0,0.80016774
itp_121.jpg,1,571.0,605.0,181.0,153.0,0.875841
itp_121.jpg,3,1204.0,600.0,63.0,139.0,0.91407007
itp_121.jpg,3,1256.0,596.0,89.0,191.0,0.9278072
itp_121.jpg,1,45.0,583.0,559.0,336.0,0.9660674
itp_122.jpg,1,724.0,557.0,68.0,46.0,0.3580416
itp_122.jpg,1,0.0,613.0,50.0,270.0,0.39353427
itp_122.jpg,1,849.0,523.0,208.0,114.0,0.6683969
itp_122.jpg,2,1410.0,543.0,48.0,110.0,0.6911421
itp_122.jpg,1,456.0,556.0,117.0,61.0,0.7176432
itp_122.jpg,1,650.0,555.0,101.0,60.0,0.9171204
itp_123.jpg,1,944.0,515.0,256.0,215.0,0.8833309
itp_123.jpg,1,667.0,596.0,143.0,118.0,0.91057426
itp_123.jpg,1,445.0,597.0,137.0,103.0,0.9307842
itp_123.jpg,1,1166.0,607.0,282.0,190.0,0.94806635
itp_123.jpg,1,81.0,569.0,315.0,237.0,0.9546213
itp_123.jpg,1,751.0,585.0,324.0,276.0,0.96315855
itp_123.jpg,1,1357.0,577.0,541.0,321.0,0.96537304
itp_124.jpg,1,385.0,266.0,759.0,290.0,0.71965945
itp_124.jpg,1,896.0,156.0,1001.0,671.0,0.7792068
itp_125.jpg,1,899.0,646.0,39.0,36.0,0.6621404
itp_125.jpg,1,603.0,612.0,266.0,221.0,0.9540925
itp_126.jpg,2,1517.0,238.0,139.0,384.0,0.911911
itp_126.jpg,1,998.0,42.0,802.0,498.0,0.93522346
itp_126.jpg,1,1.0,272.0,443.0,462.0,0.95833033
itp_127.jpg,1,896.0,300.0,49.0,34.0,0.48326322
itp_127.jpg,1,814.0,297.0,45.0,31.0,0.62097096
itp_127.jpg,1,408.0,160.0,140.0,87.0,0.6587624
itp_127.jpg,1,853.0,302.0,51.0,31.0,0.7539305
itp_127.jpg,1,722.0,290.0,49.0,33.0,0.8032187
itp_127.jpg,1,615.0,279.0,76.0,50.0,0.86728597
itp_128.jpg,3,1410.0,316.0,71.0,133.0,0.32782748
itp_128.jpg,1,661.0,298.0,116.0,79.0,0.7840882
itp_128.jpg,1,1071.0,303.0,128.0,92.0,0.9170162
itp_128.jpg,1,129.0,299.0,284.0,151.0,0.93375355
itp_128.jpg,1,835.0,277.0,164.0,133.0,0.9356215
itp_129.jpg,1,824.0,177.0,172.0,204.0,0.9449982
itp_13.jpg,3,1144.0,459.0,375.0,393.0,0.6681872
itp_130.jpg,1,818.0,289.0,46.0,35.0,0.40212712
itp_130.jpg,1,865.0,297.0,91.0,70.0,0.89771086
itp_131.jpg,4,1181.0,615.0,42.0,112.0,0.3390902
itp_131.jpg,1,607.0,617.0,146.0,64.0,0.8182977
itp_131.jpg,1,1193.0,609.0,352.0,203.0,0.94725466
itp_131.jpg,1,1437.0,575.0,483.0,443.0,0.96267974
itp_131.jpg,1,764.0,579.0,461.0,365.0,0.9711306
itp_132.jpg,1,1141.0,291.0,162.0,97.0,0.3279279
itp_132.jpg,1,1284.0,327.0,212.0,116.0,0.7231847
itp_132.jpg,3,1136.0,288.0,61.0,124.0,0.8597941
itp_132.jpg,3,754.0,284.0,41.0,66.0,0.8631747
itp_132.jpg,3,647.0,279.0,40.0,84.0,0.8879219
itp_132.jpg,2,120.0,285.0,63.0,157.0,0.9065054
itp_132.jpg,1,1330.0,263.0,321.0,245.0,0.9524556
itp_132.jpg,1,820.0,269.0,149.0,131.0,0.96139634
itp_133.jpg,1,991.0,300.0,68.0,55.0,0.84815305
itp_133.jpg,1,738.0,300.0,62.0,50.0,0.88374376
itp_133.jpg,1,524.0,304.0,101.0,68.0,0.9120548
itp_133.jpg,1,416.0,275.0,118.0,105.0,0.9122876
itp_133.jpg,1,1.0,349.0,102.0,111.0,0.9299363
itp_133.jpg,1,1504.0,324.0,354.0,188.0,0.9432715
itp_133.jpg,1,1086.0,309.0,176.0,110.0,0.9440701
itp_133.jpg,1,804.0,276.0,135.0,118.0,0.95395297
itp_134.jpg,3,12.0,442.0,360.0,610.0,0.9013333
itp_134.jpg,1,1285.0,570.0,624.0,398.0,0.95784014
itp_134.jpg,1,668.0,552.0,459.0,391.0,0.96609914
itp_135.jpg,3,136.0,314.0,101.0,71.0,0.30385354
itp_135.jpg,1,1405.0,298.0,68.0,33.0,0.44182083
itp_135.jpg,3,1404.0,297.0,30.0,38.0,0.6484863
itp_135.jpg,1,3.0,338.0,103.0,65.0,0.7081792
itp_135.jpg,1,125.0,313.0,134.0,64.0,0.7135556
itp_135.jpg,1,1306.0,293.0,96.0,42.0,0.8653599
itp_135.jpg,3,1189.0,267.0,75.0,156.0,0.9252611
itp_135.jpg,3,1589.0,227.0,329.0,579.0,0.9466116
itp_135.jpg,1,459.0,284.0,214.0,156.0,0.9596558
itp_135.jpg,1,689.0,219.0,438.0,383.0,0.9636607
itp_136.jpg,1,589.0,605.0,130.0,82.0,0.3958395
itp_136.jpg,1,415.0,604.0,116.0,59.0,0.47912332
itp_136.jpg,1,343.0,606.0,75.0,50.0,0.6819477
itp_136.jpg,1,145.0,599.0,114.0,65.0,0.81201136
itp_136.jpg,1,941.0,516.0,262.0,215.0,0.8211841
itp_136.jpg,1,665.0,596.0,150.0,110.0,0.921573
itp_136.jpg,1,1164.0,607.0,293.0,191.0,0.95645845
itp_136.jpg,1,752.0,585.0,323.0,275.0,0.9676888
itp_136.jpg,1,1414.0,572.0,505.0,356.0,0.9759483
itp_137.jpg,3,989.0,646.0,19.0,37.0,0.4523823
itp_137.jpg,1,694.0,614.0,265.0,226.0,0.9549301
itp_138.jpg,3,950.0,585.0,105.0,218.0,0.7826092
itp_138.jpg,1,965.0,611.0,201.0,169.0,0.9368825
itp_138.jpg,1,459.0,609.0,189.0,145.0,0.93867946
itp_138.jpg,1,572.0,572.0,473.0,368.0,0.9731006
itp_139.jpg,1,762.0,319.0,69.0,57.0,0.89715564
itp_14.jpg,1,823.0,277.0,44.0,36.0,0.7470386
itp_14.jpg,1,746.0,276.0,44.0,36.0,0.8252423
itp_140.jpg,1,180.0,569.0,416.0,233.0,0.7789279
itp_140.jpg,1,1610.0,595.0,272.0,117.0,0.9165113
itp_140.jpg,3,1433.0,588.0,119.0,240.0,0.9288373
itp_140.jpg,1,1.0,568.0,441.0,312.0,0.96200716
itp_141.jpg,1,1123.0,606.0,246.0,197.0,0.656145
itp_141.jpg,3,1393.0,582.0,121.0,275.0,0.91082275
itp_141.jpg,1,579.0,545.0,589.0,456.0,0.96285325
itp_142.jpg,1,574.0,540.0,595.0,473.0,0.9453405
itp_142.jpg,1,1266.0,582.0,570.0,371.0,0.96888053
itp_143.jpg,1,169.0,567.0,445.0,355.0,0.96046174
itp_144.jpg,1,1176.0,624.0,197.0,143.0,0.95241183
itp_144.jpg,1,1398.0,585.0,520.0,407.0,0.9718204
itp_144.jpg,1,642.0,563.0,639.0,470.0,0.97566026
itp_145.jpg,1,973.0,559.0,69.0,43.0,0.65188986
itp_145.jpg,1,912.0,559.0,61.0,44.0,0.8641078
itp_145.jpg,1,455.0,556.0,114.0,63.0,0.8782102
itp_145.jpg,1,650.0,554.0,108.0,62.0,0.9213293
itp_146.jpg,1,498.0,168.0,119.0,79.0,0.6198479
itp_146.jpg,1,924.0,284.0,36.0,26.0,0.6864568
itp_146.jpg,1,954.0,283.0,53.0,35.0,0.7617135
itp_146.jpg,1,851.0,285.0,54.0,35.0,0.8282234
itp_146.jpg,1,771.0,278.0,81.0,53.0,0.8709856
itp_146.jpg,1,332.0,292.0,190.0,103.0,0.87611264
itp_147.jpg,1,1189.0,292.0,251.0,89.0,0.9511721
itp_148.jpg,1,724.0,557.0,69.0,46.0,0.32732755
itp_148.jpg,1,456.0,556.0,117.0,61.0,0.66779613
itp_148.jpg,2,1411.0,543.0,51.0,112.0,0.7829619
itp_148.jpg,1,649.0,555.0,102.0,60.0,0.9184419
itp_148.jpg,1,841.0,525.0,195.0,110.0,0.9254963
itp_149.jpg,1,0.0,307.0,167.0,489.0,0.81699926
itp_149.jpg,2,1274.0,253.0,126.0,315.0,0.8424723
itp_149.jpg,1,783.0,74.0,595.0,423.0,0.9574843
itp_149.jpg,1,124.0,277.0,450.0,285.0,0.9657681
itp_15.jpg,1,415.0,601.0,116.0,59.0,0.3670672
itp_15.jpg,1,960.0,508.0,269.0,218.0,0.8262995
itp_15.jpg,1,667.0,594.0,150.0,108.0,0.9275293
itp_15.jpg,1,753.0,579.0,339.0,284.0,0.96517926
itp_15.jpg,1,1376.0,584.0,515.0,330.0,0.966274
itp_150.jpg,3,817.0,277.0,151.0,134.0,0.35627177
itp_150.jpg,3,964.0,297.0,26.0,62.0,0.7120885
itp_150.jpg,2,671.0,289.0,28.0,70.0,0.7767998
itp_150.jpg,3,724.0,289.0,33.0,74.0,0.8787917
itp_150.jpg,1,1389.0,335.0,326.0,155.0,0.8939088
itp_150.jpg,1,320.0,309.0,153.0,90.0,0.9310019
itp_150.jpg,1,817.0,278.0,151.0,133.0,0.95755464
itp_151.jpg,2,1417.0,303.0,34.0,66.0,0.46186823
itp_151.jpg,2,1058.0,252.0,113.0,268.0,0.89142025
itp_151.jpg,1,752.0,275.0,337.0,131.0,0.93711966
itp_151.jpg,1,31.0,259.0,498.0,296.0,0.9682099
itp_152.jpg,3,1519.0,288.0,83.0,112.0,0.8369387
itp_152.jpg,1,1.0,315.0,107.0,109.0,0.8457187
itp_152.jpg,1,1872.0,324.0,48.0,82.0,0.8530551
itp_152.jpg,3,1760.0,274.0,98.0,317.0,0.92173725
itp_152.jpg,1,745.0,280.0,239.0,92.0,0.9222963
itp_152.jpg,1,390.0,107.0,434.0,380.0,0.9730176
itp_153.jpg,3,1115.0,483.0,327.0,285.0,0.3467558
itp_153.jpg,3,550.0,610.0,46.0,52.0,0.6744508
itp_153.jpg,1,619.0,614.0,110.0,57.0,0.8777085
itp_153.jpg,3,1151.0,579.0,125.0,261.0,0.9291373
itp_153.jpg,1,1113.0,480.0,332.0,286.0,0.96625644
itp_153.jpg,1,705.0,571.0,370.0,305.0,0.9716027
itp_154.jpg,1,235.0,304.0,99.0,55.0,0.36997533
itp_154.jpg,1,1903.0,307.0,17.0,94.0,0.44328296
itp_154.jpg,3,1813.0,298.0,51.0,96.0,0.8270862
itp_154.jpg,1,1253.0,299.0,94.0,58.0,0.86507094
itp_154.jpg,3,1742.0,295.0,82.0,111.0,0.8958118
itp_154.jpg,1,17.0,296.0,184.0,105.0,0.9049244
itp_154.jpg,1,603.0,276.0,111.0,91.0,0.9205529
itp_154.jpg,1,990.0,284.0,199.0,107.0,0.93968
itp_154.jpg,1,1296.0,295.0,288.0,116.0,0.94901735
itp_154.jpg,1,686.0,237.0,302.0,247.0,0.9572713
itp_155.jpg,1,787.0,559.0,46.0,33.0,0.30811915
itp_155.jpg,1,972.0,559.0,70.0,44.0,0.6988985
itp_155.jpg,1,455.0,556.0,115.0,63.0,0.8503658
itp_155.jpg,1,913.0,560.0,60.0,43.0,0.86417335
itp_155.jpg,1,650.0,554.0,107.0,62.0,0.92514306
itp_156.jpg,1,1088.0,623.0,54.0,46.0,0.90661246
itp_156.jpg,1,806.0,621.0,87.0,66.0,0.9232413
itp_156.jpg,1,958.0,617.0,80.0,73.0,0.9334273
itp_157.jpg,3,1007.0,276.0,41.0,99.0,0.7957746
itp_157.jpg,1,738.0,274.0,74.0,73.0,0.90015316
itp_157.jpg,1,349.0,273.0,124.0,114.0,0.9244184
itp_157.jpg,1,805.0,260.0,172.0,152.0,0.95234585
itp_157.jpg,1,434.0,282.0,220.0,152.0,0.958811
itp_158.jpg,1,846.0,431.0,261.0,327.0,0.54442835
itp_158.jpg,3,1225.0,610.0,98.0,181.0,0.8945596
itp_158.jpg,1,645.0,612.0,148.0,121.0,0.9105187
itp_158.jpg,3,1504.0,581.0,201.0,380.0,0.9222756
itp_158.jpg,1,538.0,609.0,192.0,154.0,0.9250278
itp_158.jpg,3,1321.0,557.0,236.0,448.0,0.9263489
itp_158.jpg,1,0.0,565.0,334.0,435.0,0.95453864
itp_158.jpg,1,264.0,596.0,413.0,260.0,0.96354437
itp_159.jpg,3,1313.0,556.0,270.0,417.0,0.62187487
itp_159.jpg,1,1252.0,610.0,414.0,276.0,0.83199775
itp_159.jpg,1,747.0,585.0,385.0,342.0,0.95918375
itp_16.jpg,1,814.0,195.0,159.0,191.0,0.95241976
itp_160.jpg,2,1440.0,302.0,40.0,70.0,0.34363577
itp_160.jpg,2,1761.0,306.0,77.0,206.0,0.8815566
itp_160.jpg,3,1106.0,280.0,79.0,101.0,0.9113054
itp_160.jpg,1,914.0,277.0,117.0,76.0,0.9134951
itp_161.jpg,1,600.0,289.0,148.0,100.0,0.64482576
itp_161.jpg,1,1058.0,309.0,114.0,78.0,0.9064889
itp_161.jpg,1,835.0,279.0,165.0,134.0,0.9332561
itp_161.jpg,1,0.0,303.0,251.0,200.0,0.9575562
itp_162.jpg,3,1190.0,581.0,101.0,200.0,0.5487009
itp_162.jpg,1,772.0,268.0,395.0,506.0,0.70296973
itp_162.jpg,3,1247.0,588.0,96.0,176.0,0.8236584
itp_162.jpg,1,1.0,541.0,355.0,348.0,0.9599429
itp_163.jpg,1,1680.0,651.0,240.0,141.0,0.95373386
itp_163.jpg,1,367.0,557.0,506.0,411.0,0.9669983
itp_164.jpg,1,361.0,562.0,361.0,180.0,0.70027506
itp_164.jpg,3,1761.0,569.0,159.0,390.0,0.9099533
itp_164.jpg,1,742.0,280.0,422.0,510.0,0.91260576
itp_164.jpg,1,6.0,576.0,489.0,330.0,0.9469515
itp_165.jpg,3,1215.0,582.0,178.0,322.0,0.35037658
itp_165.jpg,3,1085.0,581.0,118.0,268.0,0.914972
itp_165.jpg,1,679.0,568.0,440.0,403.0,0.96089095
itp_166.jpg,1,969.0,517.0,232.0,215.0,0.8715017
itp_166.jpg,1,662.0,597.0,154.0,107.0,0.9254697
itp_166.jpg,1,1666.0,579.0,253.0,454.0,0.9256082
itp_166.jpg,1,1179.0,605.0,309.0,204.0,0.95728165
itp_166.jpg,1,753.0,584.0,331.0,288.0,0.97016203
itp_167.jpg,2,1443.0,296.0,42.0,77.0,0.4022094
itp_167.jpg,3,1676.0,308.0,94.0,95.0,0.56016785
itp_167.jpg,3,1725.0,294.0,110.0,245.0,0.90027124
itp_168.jpg,1,1061.0,629.0,112.0,101.0,0.81093705
itp_168.jpg,1,763.0,593.0,400.0,335.0,0.9670524
itp_169.jpg,1,1099.0,280.0,144.0,121.0,0.8164445
itp_169.jpg,1,1067.0,273.0,126.0,109.0,0.81912225
itp_169.jpg,1,1372.0,284.0,215.0,134.0,0.83346385
itp_169.jpg,1,666.0,280.0,156.0,71.0,0.852616
itp_169.jpg,1,883.0,204.0,148.0,180.0,0.94100773
itp_169.jpg,1,376.0,294.0,223.0,147.0,0.95230776
itp_169.jpg,1,1464.0,269.0,456.0,557.0,0.9605581
itp_169.jpg,1,1183.0,253.0,299.0,220.0,0.96312886
itp_17.jpg,1,364.0,615.0,71.0,60.0,0.6025885
itp_17.jpg,1,431.0,607.0,90.0,64.0,0.85472864
itp_17.jpg,1,512.0,609.0,115.0,76.0,0.92047966
itp_17.jpg,1,602.0,600.0,137.0,103.0,0.93978447
itp_17.jpg,1,163.0,588.0,223.0,173.0,0.94659066
itp_17.jpg,1,1113.0,611.0,274.0,182.0,0.9560115
itp_17.jpg,1,709.0,586.0,304.0,250.0,0.9647889
itp_17.jpg,1,1439.0,572.0,481.0,401.0,0.9720954
itp_170.jpg,1,1285.0,571.0,620.0,395.0,0.95354414
itp_170.jpg,1,671.0,551.0,455.0,389.0,0.9693774
itp_171.jpg,1,1047.0,639.0,101.0,74.0,0.89655244
itp_171.jpg,1,0.0,492.0,228.0,318.0,0.92580235
itp_171.jpg,1,1238.0,353.0,677.0,576.0,0.96893245
itp_171.jpg,1,719.0,598.0,360.0,311.0,0.9705209
itp_172.jpg,1,1155.0,307.0,139.0,81.0,0.36533615
itp_172.jpg,2,1415.0,283.0,149.0,207.0,0.40031108
itp_172.jpg,3,1415.0,284.0,149.0,208.0,0.68730426
itp_172.jpg,3,620.0,201.0,71.0,167.0,0.8938824
itp_172.jpg,3,357.0,235.0,157.0,299.0,0.91715074
itp_173.jpg,1,592.0,605.0,126.0,83.0,0.46754736
itp_173.jpg,1,343.0,606.0,91.0,50.0,0.5012409
itp_173.jpg,1,945.0,517.0,256.0,212.0,0.6634753
itp_173.jpg,1,416.0,603.0,120.0,62.0,0.71697336
itp_173.jpg,1,669.0,598.0,146.0,106.0,0.9344288
itp_173.jpg,1,1166.0,608.0,296.0,194.0,0.9601344
itp_173.jpg,1,751.0,584.0,333.0,280.0,0.96942765
itp_173.jpg,1,1503.0,564.0,417.0,429.0,0.9723459
itp_174.jpg,1,481.0,307.0,112.0,73.0,0.6376943
itp_174.jpg,1,842.0,278.0,158.0,124.0,0.9210087
itp_174.jpg,1,1157.0,289.0,229.0,157.0,0.9283817
itp_175.jpg,3,729.0,242.0,85.0,142.0,0.31287915
itp_175.jpg,1,1773.0,304.0,147.0,204.0,0.70148164
itp_175.jpg,1,0.0,290.0,104.0,70.0,0.81021225
itp_175.jpg,1,979.0,288.0,168.0,114.0,0.92012835
itp_175.jpg,1,319.0,204.0,515.0,382.0,0.9379668
itp_176.jpg,1,1285.0,570.0,619.0,396.0,0.96054435
itp_176.jpg,1,670.0,551.0,458.0,391.0,0.9645464
itp_177.jpg,1,346.0,620.0,97.0,79.0,0.8481998
itp_177.jpg,1,402.0,609.0,139.0,109.0,0.9243769
itp_177.jpg,1,479.0,616.0,194.0,153.0,0.925392
itp_177.jpg,3,1190.0,585.0,182.0,282.0,0.9344457
itp_177.jpg,1,972.0,617.0,233.0,170.0,0.93463856
itp_177.jpg,1,600.0,581.0,449.0,356.0,0.9741145
itp_178.jpg,2,1442.0,301.0,39.0,71.0,0.3126418
itp_178.jpg,3,1285.0,289.0,74.0,85.0,0.90114635
itp_18.jpg,1,237.0,574.0,414.0,221.0,0.7115959
itp_18.jpg,1,1596.0,597.0,269.0,114.0,0.89607006
itp_18.jpg,3,1430.0,590.0,117.0,239.0,0.9271392
itp_18.jpg,1,1.0,572.0,469.0,298.0,0.9631702
itp_180.jpg,1,1152.0,624.0,168.0,120.0,0.9467295
itp_180.jpg,1,1284.0,598.0,478.0,286.0,0.96819293
itp_180.jpg,1,743.0,579.0,436.0,362.0,0.97132933
itp_181.jpg,1,533.0,606.0,107.0,66.0,0.37493497
itp_181.jpg,1,322.0,585.0,137.0,73.0,0.4599404
itp_181.jpg,1,595.0,604.0,112.0,83.0,0.85621816
itp_181.jpg,1,954.0,516.0,252.0,213.0,0.8761213
itp_181.jpg,1,666.0,594.0,142.0,114.0,0.9315859
itp_181.jpg,1,1166.0,608.0,293.0,190.0,0.953356
itp_181.jpg,1,1426.0,572.0,493.0,377.0,0.95566756
itp_181.jpg,1,752.0,583.0,330.0,284.0,0.9667883
itp_182.jpg,1,130.0,248.0,896.0,308.0,0.5049627
itp_182.jpg,2,1021.0,305.0,41.0,116.0,0.83595604
itp_182.jpg,1,0.0,312.0,153.0,314.0,0.9079008
itp_182.jpg,3,1067.0,224.0,575.0,598.0,0.93818456
itp_182.jpg,1,1484.0,342.0,434.0,402.0,0.9565869
itp_183.jpg,1,855.0,306.0,77.0,49.0,0.49434334
itp_183.jpg,1,519.0,280.0,72.0,42.0,0.57994854
itp_183.jpg,1,716.0,298.0,42.0,23.0,0.6925916
itp_183.jpg,1,621.0,293.0,57.0,31.0,0.79003376
itp_183.jpg,1,802.0,298.0,66.0,42.0,0.8424644
itp_184.jpg,3,1877.0,330.0,36.0,62.0,0.31605625
itp_184.jpg,2,1442.0,300.0,39.0,71.0,0.42163077
itp_184.jpg,1,1035.0,289.0,219.0,81.0,0.939765
itp_185.jpg,1,1186.0,624.0,232.0,154.0,0.95766336
itp_185.jpg,1,1621.0,593.0,299.0,446.0,0.9597765
itp_185.jpg,1,642.0,562.0,639.0,469.0,0.9760425
itp_186.jpg,1,945.0,516.0,254.0,213.0,0.837356
itp_186.jpg,1,217.0,600.0,176.0,115.0,0.90134215
itp_186.jpg,1,669.0,596.0,142.0,115.0,0.9316192
itp_186.jpg,1,462.0,595.0,138.0,108.0,0.9323905
itp_186.jpg,1,1163.0,607.0,286.0,189.0,0.9541424
itp_186.jpg,1,0.0,549.0,327.0,321.0,0.96333194
itp_186.jpg,1,752.0,586.0,323.0,272.0,0.96684736
itp_186.jpg,1,1357.0,577.0,536.0,327.0,0.97395074
itp_188.jpg,2,1440.0,302.0,39.0,69.0,0.50070816
itp_188.jpg,1,559.0,267.0,446.0,194.0,0.96465474
itp_189.jpg,1,868.0,306.0,44.0,31.0,0.65656114
itp_189.jpg,1,785.0,306.0,47.0,42.0,0.76550794
itp_189.jpg,1,731.0,306.0,69.0,51.0,0.80475026
itp_189.jpg,1,558.0,304.0,128.0,84.0,0.85906386
itp_19.jpg,2,1439.0,301.0,39.0,71.0,0.42269197
itp_19.jpg,2,1754.0,305.0,75.0,209.0,0.75276095
itp_19.jpg,3,1128.0,280.0,78.0,101.0,0.90787846
itp_19.jpg,1,919.0,276.0,122.0,78.0,0.90856886
itp_190.jpg,1,803.0,212.0,160.0,191.0,0.95097256
itp_191.jpg,1,0.0,575.0,164.0,178.0,0.872932
itp_191.jpg,1,800.0,602.0,401.0,331.0,0.968449
itp_192.jpg,1,1780.0,308.0,125.0,56.0,0.48569477
itp_192.jpg,1,1193.0,294.0,96.0,57.0,0.5769844
itp_192.jpg,1,1464.0,305.0,83.0,44.0,0.58440274
itp_192.jpg,3,12.0,319.0,52.0,87.0,0.71157855
itp_192.jpg,1,1021.0,299.0,96.0,59.0,0.7626727
itp_192.jpg,1,1127.0,294.0,127.0,62.0,0.7825138
itp_192.jpg,1,206.0,86.0,465.0,374.0,0.9369453
itp_192.jpg,1,725.0,266.0,266.0,220.0,0.96717274
itp_193.jpg,1,146.0,620.0,182.0,88.0,0.39267728
itp_193.jpg,1,1852.0,526.0,68.0,431.0,0.42407054
itp_193.jpg,1,525.0,581.0,121.0,85.0,0.6754382
